id,date,calories,intensity,average_intensity,steps,datetime,hour,weekday,user_category
1503960366,2016-03-13,48,0,0,0,2016-03-13 04:00:00,4,Sunday,Physically Active
1503960366,2016-03-13,48,0,0,0,2016-03-13 05:00:00,5,Sunday,Physically Active
1503960366,2016-03-13,48,0,0,0,2016-03-13 06:00:00,6,Sunday,Physically Active
1503960366,2016-03-13,49,0,0,0,2016-03-13 07:00:00,7,Sunday,Physically Active
1503960366,2016-03-13,49,1,0.016667,6,2016-03-13 08:00:00,8,Sunday,Physically Active
1503960366,2016-03-13,56,5,0.083333,73,2016-03-13 09:00:00,9,Sunday,Physically Active
1503960366,2016-03-13,189,85,1.416667,2850,2016-03-13 10:00:00,10,Sunday,Physically Active
1503960366,2016-03-13,270,130,2.166667,4854,2016-03-13 11:00:00,11,Sunday,Physically Active
1503960366,2016-03-13,52,3,0.05,24,2016-03-13 12:00:00,12,Sunday,Physically Active
1503960366,2016-03-13,66,9,0.15,118,2016-03-13 13:00:00,13,Sunday,Physically Active
1503960366,2016-03-13,57,3,0.05,19,2016-03-13 14:00:00,14,Sunday,Physically Active
1503960366,2016-03-13,89,23,0.383333,510,2016-03-13 15:00:00,15,Sunday,Physically Active
1503960366,2016-03-13,91,25,0.416667,510,2016-03-13 16:00:00,16,Sunday,Physically Active
1503960366,2016-03-13,61,5,0.083333,96,2016-03-13 17:00:00,17,Sunday,Physically Active
1503960366,2016-03-13,237,110,1.833333,4100,2016-03-13 18:00:00,18,Sunday,Physically Active
1503960366,2016-03-13,146,57,0.95,1756,2016-03-13 19:00:00,19,Sunday,Physically Active
1503960366,2016-03-13,87,25,0.416667,477,2016-03-13 20:00:00,20,Sunday,Physically Active
1503960366,2016-03-13,66,9,0.15,147,2016-03-13 21:00:00,21,Sunday,Physically Active
1503960366,2016-03-13,72,17,0.283333,214,2016-03-13 22:00:00,22,Sunday,Physically Active
1503960366,2016-03-13,118,46,0.766667,1286,2016-03-13 23:00:00,23,Sunday,Physically Active
1503960366,2016-03-14,56,4,0.066667,54,2016-03-14 00:00:00,0,Monday,Physically Active
1503960366,2016-03-14,54,3,0.05,53,2016-03-14 01:00:00,1,Monday,Physically Active
1503960366,2016-03-14,49,0,0,0,2016-03-14 02:00:00,2,Monday,Physically Active
1503960366,2016-03-14,48,0,0,0,2016-03-14 03:00:00,3,Monday,Physically Active
1503960366,2016-03-14,48,0,0,0,2016-03-14 04:00:00,4,Monday,Physically Active
1503960366,2016-03-14,49,0,0,0,2016-03-14 05:00:00,5,Monday,Physically Active
1503960366,2016-03-14,48,0,0,0,2016-03-14 06:00:00,6,Monday,Physically Active
1503960366,2016-03-14,53,3,0.05,53,2016-03-14 07:00:00,7,Monday,Physically Active
1503960366,2016-03-14,68,14,0.233333,212,2016-03-14 08:00:00,8,Monday,Physically Active
1503960366,2016-03-14,199,61,1.016667,2832,2016-03-14 09:00:00,9,Monday,Physically Active
1503960366,2016-03-14,59,4,0.066667,43,2016-03-14 10:00:00,10,Monday,Physically Active
1503960366,2016-03-14,72,14,0.233333,220,2016-03-14 11:00:00,11,Monday,Physically Active
1503960366,2016-03-14,66,9,0.15,181,2016-03-14 12:00:00,12,Monday,Physically Active
1503960366,2016-03-14,54,1,0.016667,12,2016-03-14 13:00:00,13,Monday,Physically Active
1503960366,2016-03-14,59,6,0.1,44,2016-03-14 14:00:00,14,Monday,Physically Active
1503960366,2016-03-14,71,13,0.216667,205,2016-03-14 15:00:00,15,Monday,Physically Active
1503960366,2016-03-14,68,11,0.183333,152,2016-03-14 16:00:00,16,Monday,Physically Active
1503960366,2016-03-14,76,17,0.283333,226,2016-03-14 17:00:00,17,Monday,Physically Active
1503960366,2016-03-14,96,29,0.483333,516,2016-03-14 18:00:00,18,Monday,Physically Active
1503960366,2016-03-14,100,33,0.55,559,2016-03-14 19:00:00,19,Monday,Physically Active
1503960366,2016-03-14,124,45,0.75,1104,2016-03-14 20:00:00,20,Monday,Physically Active
1503960366,2016-03-14,67,12,0.2,252,2016-03-14 21:00:00,21,Monday,Physically Active
1503960366,2016-03-14,48,0,0,0,2016-03-14 22:00:00,22,Monday,Physically Active
1503960366,2016-03-14,198,90,1.5,3305,2016-03-14 23:00:00,23,Monday,Physically Active
1503960366,2016-03-15,56,3,0.05,33,2016-03-15 00:00:00,0,Tuesday,Physically Active
1503960366,2016-03-15,55,2,0.033333,20,2016-03-15 01:00:00,1,Tuesday,Physically Active
1503960366,2016-03-15,54,4,0.066667,60,2016-03-15 02:00:00,2,Tuesday,Physically Active
1503960366,2016-03-15,48,0,0,0,2016-03-15 03:00:00,3,Tuesday,Physically Active
1503960366,2016-03-15,49,1,0.016667,7,2016-03-15 04:00:00,4,Tuesday,Physically Active
1503960366,2016-03-15,48,0,0,0,2016-03-15 05:00:00,5,Tuesday,Physically Active
1503960366,2016-03-15,49,1,0.016667,4,2016-03-15 06:00:00,6,Tuesday,Physically Active
1503960366,2016-03-15,49,1,0.016667,11,2016-03-15 07:00:00,7,Tuesday,Physically Active
1503960366,2016-03-15,91,28,0.466667,470,2016-03-15 08:00:00,8,Tuesday,Physically Active
1503960366,2016-03-15,148,49,0.816667,1967,2016-03-15 09:00:00,9,Tuesday,Physically Active
1503960366,2016-03-15,92,17,0.283333,729,2016-03-15 10:00:00,10,Tuesday,Physically Active
1503960366,2016-03-15,104,34,0.566667,659,2016-03-15 11:00:00,11,Tuesday,Physically Active
1503960366,2016-03-15,142,49,0.816667,1787,2016-03-15 12:00:00,12,Tuesday,Physically Active
1503960366,2016-03-15,77,16,0.266667,333,2016-03-15 13:00:00,13,Tuesday,Physically Active
1503960366,2016-03-15,107,26,0.433333,980,2016-03-15 14:00:00,14,Tuesday,Physically Active
1503960366,2016-03-15,77,14,0.233333,371,2016-03-15 15:00:00,15,Tuesday,Physically Active
1503960366,2016-03-15,96,27,0.45,605,2016-03-15 16:00:00,16,Tuesday,Physically Active
1503960366,2016-03-15,90,19,0.316667,623,2016-03-15 17:00:00,17,Tuesday,Physically Active
1503960366,2016-03-15,82,15,0.25,467,2016-03-15 18:00:00,18,Tuesday,Physically Active
1503960366,2016-03-15,75,16,0.266667,282,2016-03-15 19:00:00,19,Tuesday,Physically Active
1503960366,2016-03-15,207,86,1.433333,3319,2016-03-15 20:00:00,20,Tuesday,Physically Active
1503960366,2016-03-15,131,35,0.583333,1558,2016-03-15 21:00:00,21,Tuesday,Physically Active
1503960366,2016-03-15,108,37,0.616667,786,2016-03-15 22:00:00,22,Tuesday,Physically Active
1503960366,2016-03-15,76,15,0.25,313,2016-03-15 23:00:00,23,Tuesday,Physically Active
1503960366,2016-03-16,48,0,0,0,2016-03-16 00:00:00,0,Wednesday,Physically Active
1503960366,2016-03-16,48,0,0,0,2016-03-16 01:00:00,1,Wednesday,Physically Active
1503960366,2016-03-16,50,1,0.016667,4,2016-03-16 02:00:00,2,Wednesday,Physically Active
1503960366,2016-03-16,48,0,0,0,2016-03-16 03:00:00,3,Wednesday,Physically Active
1503960366,2016-03-16,48,0,0,0,2016-03-16 04:00:00,4,Wednesday,Physically Active
1503960366,2016-03-16,49,0,0,0,2016-03-16 05:00:00,5,Wednesday,Physically Active
1503960366,2016-03-16,48,0,0,0,2016-03-16 06:00:00,6,Wednesday,Physically Active
1503960366,2016-03-16,56,6,0.1,70,2016-03-16 07:00:00,7,Wednesday,Physically Active
1503960366,2016-03-16,91,27,0.45,490,2016-03-16 08:00:00,8,Wednesday,Physically Active
1503960366,2016-03-16,125,27,0.45,1513,2016-03-16 09:00:00,9,Wednesday,Physically Active
1503960366,2016-03-16,73,12,0.2,224,2016-03-16 10:00:00,10,Wednesday,Physically Active
1503960366,2016-03-16,105,36,0.6,874,2016-03-16 11:00:00,11,Wednesday,Physically Active
1503960366,2016-03-16,124,34,0.566667,1451,2016-03-16 12:00:00,12,Wednesday,Physically Active
1503960366,2016-03-16,79,16,0.266667,329,2016-03-16 13:00:00,13,Wednesday,Physically Active
1503960366,2016-03-16,61,3,0.05,61,2016-03-16 14:00:00,14,Wednesday,Physically Active
1503960366,2016-03-16,86,19,0.316667,456,2016-03-16 15:00:00,15,Wednesday,Physically Active
1503960366,2016-03-16,103,28,0.466667,775,2016-03-16 16:00:00,16,Wednesday,Physically Active
1503960366,2016-03-16,122,43,0.716667,1446,2016-03-16 17:00:00,17,Wednesday,Physically Active
1503960366,2016-03-16,166,74,1.233333,2407,2016-03-16 18:00:00,18,Wednesday,Physically Active
1503960366,2016-03-16,59,7,0.116667,103,2016-03-16 19:00:00,19,Wednesday,Physically Active
1503960366,2016-03-16,72,16,0.266667,447,2016-03-16 20:00:00,20,Wednesday,Physically Active
1503960366,2016-03-16,146,49,0.816667,2120,2016-03-16 21:00:00,21,Wednesday,Physically Active
1503960366,2016-03-16,78,18,0.3,273,2016-03-16 22:00:00,22,Wednesday,Physically Active
1503960366,2016-03-16,82,18,0.3,455,2016-03-16 23:00:00,23,Wednesday,Physically Active
1503960366,2016-03-17,70,11,0.183333,263,2016-03-17 00:00:00,0,Thursday,Physically Active
1503960366,2016-03-17,50,1,0.016667,23,2016-03-17 01:00:00,1,Thursday,Physically Active
1503960366,2016-03-17,49,1,0.016667,7,2016-03-17 02:00:00,2,Thursday,Physically Active
1503960366,2016-03-17,48,0,0,0,2016-03-17 03:00:00,3,Thursday,Physically Active
1503960366,2016-03-17,48,0,0,0,2016-03-17 04:00:00,4,Thursday,Physically Active
1503960366,2016-03-17,48,0,0,0,2016-03-17 05:00:00,5,Thursday,Physically Active
1503960366,2016-03-17,49,0,0,0,2016-03-17 06:00:00,6,Thursday,Physically Active
1503960366,2016-03-17,50,1,0.016667,6,2016-03-17 07:00:00,7,Thursday,Physically Active
1503960366,2016-03-17,67,11,0.183333,210,2016-03-17 08:00:00,8,Thursday,Physically Active
1503960366,2016-03-17,125,27,0.45,1530,2016-03-17 09:00:00,9,Thursday,Physically Active
1503960366,2016-03-17,69,11,0.183333,124,2016-03-17 10:00:00,10,Thursday,Physically Active
1503960366,2016-03-17,148,54,0.9,1803,2016-03-17 11:00:00,11,Thursday,Physically Active
1503960366,2016-03-17,70,11,0.183333,113,2016-03-17 12:00:00,12,Thursday,Physically Active
1503960366,2016-03-17,113,23,0.383333,1124,2016-03-17 13:00:00,13,Thursday,Physically Active
1503960366,2016-03-17,119,25,0.416667,1160,2016-03-17 14:00:00,14,Thursday,Physically Active
1503960366,2016-03-17,86,20,0.333333,409,2016-03-17 15:00:00,15,Thursday,Physically Active
1503960366,2016-03-17,94,24,0.4,631,2016-03-17 16:00:00,16,Thursday,Physically Active
1503960366,2016-03-17,66,5,0.083333,203,2016-03-17 17:00:00,17,Thursday,Physically Active
1503960366,2016-03-17,76,15,0.25,396,2016-03-17 18:00:00,18,Thursday,Physically Active
1503960366,2016-03-17,158,64,1.066667,2165,2016-03-17 19:00:00,19,Thursday,Physically Active
1503960366,2016-03-17,75,16,0.266667,147,2016-03-17 20:00:00,20,Thursday,Physically Active
1503960366,2016-03-17,146,49,0.816667,2016,2016-03-17 21:00:00,21,Thursday,Physically Active
1503960366,2016-03-17,97,31,0.516667,521,2016-03-17 22:00:00,22,Thursday,Physically Active
1503960366,2016-03-17,118,35,0.583333,1176,2016-03-17 23:00:00,23,Thursday,Physically Active
1503960366,2016-03-18,76,13,0.216667,389,2016-03-18 00:00:00,0,Friday,Physically Active
1503960366,2016-03-18,58,6,0.1,112,2016-03-18 01:00:00,1,Friday,Physically Active
1503960366,2016-03-18,48,0,0,0,2016-03-18 02:00:00,2,Friday,Physically Active
1503960366,2016-03-18,48,0,0,0,2016-03-18 03:00:00,3,Friday,Physically Active
1503960366,2016-03-18,48,0,0,0,2016-03-18 04:00:00,4,Friday,Physically Active
1503960366,2016-03-18,49,1,0.016667,4,2016-03-18 05:00:00,5,Friday,Physically Active
1503960366,2016-03-18,51,2,0.033333,19,2016-03-18 06:00:00,6,Friday,Physically Active
1503960366,2016-03-18,49,0,0,0,2016-03-18 07:00:00,7,Friday,Physically Active
1503960366,2016-03-18,67,11,0.183333,172,2016-03-18 08:00:00,8,Friday,Physically Active
1503960366,2016-03-18,147,36,0.6,1952,2016-03-18 09:00:00,9,Friday,Physically Active
1503960366,2016-03-18,73,12,0.2,279,2016-03-18 10:00:00,10,Friday,Physically Active
1503960366,2016-03-18,72,12,0.2,207,2016-03-18 11:00:00,11,Friday,Physically Active
1503960366,2016-03-18,64,4,0.066667,145,2016-03-18 12:00:00,12,Friday,Physically Active
1503960366,2016-03-18,68,7,0.116667,242,2016-03-18 13:00:00,13,Friday,Physically Active
1503960366,2016-03-18,207,86,1.433333,3160,2016-03-18 14:00:00,14,Friday,Physically Active
1503960366,2016-03-18,101,33,0.55,852,2016-03-18 15:00:00,15,Friday,Physically Active
1503960366,2016-03-18,76,14,0.233333,270,2016-03-18 16:00:00,16,Friday,Physically Active
1503960366,2016-03-18,59,2,0.033333,24,2016-03-18 17:00:00,17,Friday,Physically Active
1503960366,2016-03-18,82,16,0.266667,444,2016-03-18 18:00:00,18,Friday,Physically Active
1503960366,2016-03-18,238,110,1.833333,4093,2016-03-18 19:00:00,19,Friday,Physically Active
1503960366,2016-03-18,121,21,0.35,1445,2016-03-18 20:00:00,20,Friday,Physically Active
1503960366,2016-03-18,72,14,0.233333,332,2016-03-18 21:00:00,21,Friday,Physically Active
1503960366,2016-03-18,54,2,0.033333,13,2016-03-18 22:00:00,22,Friday,Physically Active
1503960366,2016-03-18,74,12,0.2,390,2016-03-18 23:00:00,23,Friday,Physically Active
1503960366,2016-03-19,57,5,0.083333,138,2016-03-19 00:00:00,0,Saturday,Physically Active
1503960366,2016-03-19,48,0,0,0,2016-03-19 01:00:00,1,Saturday,Physically Active
1503960366,2016-03-19,48,0,0,0,2016-03-19 02:00:00,2,Saturday,Physically Active
1503960366,2016-03-19,49,1,0.016667,10,2016-03-19 03:00:00,3,Saturday,Physically Active
1503960366,2016-03-19,48,0,0,0,2016-03-19 04:00:00,4,Saturday,Physically Active
1503960366,2016-03-19,48,0,0,0,2016-03-19 05:00:00,5,Saturday,Physically Active
1503960366,2016-03-19,49,0,0,0,2016-03-19 06:00:00,6,Saturday,Physically Active
1503960366,2016-03-19,52,2,0.033333,53,2016-03-19 07:00:00,7,Saturday,Physically Active
1503960366,2016-03-19,92,28,0.466667,538,2016-03-19 08:00:00,8,Saturday,Physically Active
1503960366,2016-03-19,216,69,1.15,3454,2016-03-19 09:00:00,9,Saturday,Physically Active
1503960366,2016-03-19,148,54,0.9,2106,2016-03-19 10:00:00,10,Saturday,Physically Active
1503960366,2016-03-19,130,37,0.616667,1307,2016-03-19 11:00:00,11,Saturday,Physically Active
1503960366,2016-03-19,109,27,0.45,909,2016-03-19 12:00:00,12,Saturday,Physically Active
1503960366,2016-03-19,74,13,0.216667,303,2016-03-19 13:00:00,13,Saturday,Physically Active
1503960366,2016-03-19,71,14,0.233333,150,2016-03-19 14:00:00,14,Saturday,Physically Active
1503960366,2016-03-19,61,6,0.1,123,2016-03-19 15:00:00,15,Saturday,Physically Active
1503960366,2016-03-19,63,8,0.133333,127,2016-03-19 16:00:00,16,Saturday,Physically Active
1503960366,2016-03-19,69,10,0.166667,198,2016-03-19 17:00:00,17,Saturday,Physically Active
1503960366,2016-03-19,58,3,0.05,50,2016-03-19 18:00:00,18,Saturday,Physically Active
1503960366,2016-03-19,92,26,0.433333,533,2016-03-19 19:00:00,19,Saturday,Physically Active
1503960366,2016-03-19,86,22,0.366667,433,2016-03-19 20:00:00,20,Saturday,Physically Active
1503960366,2016-03-19,58,6,0.1,75,2016-03-19 21:00:00,21,Saturday,Physically Active
1503960366,2016-03-19,97,31,0.516667,850,2016-03-19 22:00:00,22,Saturday,Physically Active
1503960366,2016-03-19,234,111,1.85,4067,2016-03-19 23:00:00,23,Saturday,Physically Active
1503960366,2016-03-20,64,7,0.116667,115,2016-03-20 00:00:00,0,Sunday,Physically Active
1503960366,2016-03-20,49,0,0,0,2016-03-20 01:00:00,1,Sunday,Physically Active
1503960366,2016-03-20,48,0,0,0,2016-03-20 02:00:00,2,Sunday,Physically Active
1503960366,2016-03-20,48,0,0,0,2016-03-20 03:00:00,3,Sunday,Physically Active
1503960366,2016-03-20,48,0,0,0,2016-03-20 04:00:00,4,Sunday,Physically Active
1503960366,2016-03-20,48,0,0,0,2016-03-20 05:00:00,5,Sunday,Physically Active
1503960366,2016-03-20,48,0,0,0,2016-03-20 06:00:00,6,Sunday,Physically Active
1503960366,2016-03-20,48,0,0,0,2016-03-20 07:00:00,7,Sunday,Physically Active
1503960366,2016-03-20,48,0,0,0,2016-03-20 08:00:00,8,Sunday,Physically Active
1503960366,2016-03-20,119,36,0.6,1109,2016-03-20 09:00:00,9,Sunday,Physically Active
1503960366,2016-03-20,294,113,1.883333,5000,2016-03-20 10:00:00,10,Sunday,Physically Active
1503960366,2016-03-20,121,42,0.7,1117,2016-03-20 11:00:00,11,Sunday,Physically Active
1503960366,2016-03-20,82,20,0.333333,312,2016-03-20 12:00:00,12,Sunday,Physically Active
1503960366,2016-03-20,80,18,0.3,343,2016-03-20 13:00:00,13,Sunday,Physically Active
1503960366,2016-03-20,96,29,0.483333,578,2016-03-20 14:00:00,14,Sunday,Physically Active
1503960366,2016-03-20,109,29,0.483333,876,2016-03-20 15:00:00,15,Sunday,Physically Active
1503960366,2016-03-20,116,22,0.366667,1373,2016-03-20 16:00:00,16,Sunday,Physically Active
1503960366,2016-03-20,142,25,0.416667,1841,2016-03-20 17:00:00,17,Sunday,Physically Active
1503960366,2016-03-20,104,36,0.6,638,2016-03-20 18:00:00,18,Sunday,Physically Active
1503960366,2016-03-20,109,40,0.666667,718,2016-03-20 19:00:00,19,Sunday,Physically Active
1503960366,2016-03-20,76,14,0.233333,421,2016-03-20 20:00:00,20,Sunday,Physically Active
1503960366,2016-03-20,55,4,0.066667,78,2016-03-20 21:00:00,21,Sunday,Physically Active
1503960366,2016-03-20,57,3,0.05,57,2016-03-20 22:00:00,22,Sunday,Physically Active
1503960366,2016-03-20,87,23,0.383333,552,2016-03-20 23:00:00,23,Sunday,Physically Active
1503960366,2016-03-21,58,5,0.083333,97,2016-03-21 00:00:00,0,Monday,Physically Active
1503960366,2016-03-21,48,0,0,0,2016-03-21 01:00:00,1,Monday,Physically Active
1503960366,2016-03-21,48,0,0,0,2016-03-21 02:00:00,2,Monday,Physically Active
1503960366,2016-03-21,50,2,0.033333,11,2016-03-21 03:00:00,3,Monday,Physically Active
1503960366,2016-03-21,48,0,0,0,2016-03-21 04:00:00,4,Monday,Physically Active
1503960366,2016-03-21,48,0,0,0,2016-03-21 05:00:00,5,Monday,Physically Active
1503960366,2016-03-21,48,0,0,0,2016-03-21 06:00:00,6,Monday,Physically Active
1503960366,2016-03-21,56,6,0.1,55,2016-03-21 07:00:00,7,Monday,Physically Active
1503960366,2016-03-21,116,27,0.45,1114,2016-03-21 08:00:00,8,Monday,Physically Active
1503960366,2016-03-21,104,17,0.283333,1113,2016-03-21 09:00:00,9,Monday,Physically Active
1503960366,2016-03-21,79,17,0.283333,308,2016-03-21 10:00:00,10,Monday,Physically Active
1503960366,2016-03-21,82,17,0.283333,467,2016-03-21 11:00:00,11,Monday,Physically Active
1503960366,2016-03-21,142,51,0.85,1884,2016-03-21 12:00:00,12,Monday,Physically Active
1503960366,2016-03-21,67,9,0.15,184,2016-03-21 13:00:00,13,Monday,Physically Active
1503960366,2016-03-21,79,19,0.316667,298,2016-03-21 14:00:00,14,Monday,Physically Active
1503960366,2016-03-21,83,16,0.266667,497,2016-03-21 15:00:00,15,Monday,Physically Active
1503960366,2016-03-21,83,20,0.333333,355,2016-03-21 16:00:00,16,Monday,Physically Active
1503960366,2016-03-21,99,31,0.516667,588,2016-03-21 17:00:00,17,Monday,Physically Active
1503960366,2016-03-21,132,28,0.466667,1564,2016-03-21 18:00:00,18,Monday,Physically Active
1503960366,2016-03-21,79,18,0.3,396,2016-03-21 19:00:00,19,Monday,Physically Active
1503960366,2016-03-21,67,11,0.183333,99,2016-03-21 20:00:00,20,Monday,Physically Active
1503960366,2016-03-21,70,14,0.233333,172,2016-03-21 21:00:00,21,Monday,Physically Active
1503960366,2016-03-21,81,20,0.333333,371,2016-03-21 22:00:00,22,Monday,Physically Active
1503960366,2016-03-21,79,16,0.266667,447,2016-03-21 23:00:00,23,Monday,Physically Active
1503960366,2016-03-22,47,0,0,0,2016-03-22 00:00:00,0,Tuesday,Physically Active
1503960366,2016-03-22,47,0,0,0,2016-03-22 01:00:00,1,Tuesday,Physically Active
1503960366,2016-03-22,47,0,0,0,2016-03-22 02:00:00,2,Tuesday,Physically Active
1503960366,2016-03-22,47,0,0,0,2016-03-22 03:00:00,3,Tuesday,Physically Active
1503960366,2016-03-22,47,0,0,0,2016-03-22 04:00:00,4,Tuesday,Physically Active
1503960366,2016-03-22,47,0,0,0,2016-03-22 05:00:00,5,Tuesday,Physically Active
1503960366,2016-03-22,47,0,0,0,2016-03-22 06:00:00,6,Tuesday,Physically Active
1503960366,2016-03-22,47,0,0,0,2016-03-22 07:00:00,7,Tuesday,Physically Active
1503960366,2016-03-22,50,2,0.033333,34,2016-03-22 08:00:00,8,Tuesday,Physically Active
1503960366,2016-03-22,135,26,0.433333,1732,2016-03-22 09:00:00,9,Tuesday,Physically Active
1503960366,2016-03-22,90,24,0.4,497,2016-03-22 10:00:00,10,Tuesday,Physically Active
1503960366,2016-03-22,76,14,0.233333,296,2016-03-22 11:00:00,11,Tuesday,Physically Active
1503960366,2016-03-22,78,15,0.25,322,2016-03-22 12:00:00,12,Tuesday,Physically Active
1503960366,2016-03-22,95,24,0.4,657,2016-03-22 13:00:00,13,Tuesday,Physically Active
1503960366,2016-03-22,134,44,0.733333,1657,2016-03-22 14:00:00,14,Tuesday,Physically Active
1503960366,2016-03-22,80,13,0.216667,455,2016-03-22 15:00:00,15,Tuesday,Physically Active
1503960366,2016-03-22,71,9,0.15,278,2016-03-22 16:00:00,16,Tuesday,Physically Active
1503960366,2016-03-22,107,15,0.25,953,2016-03-22 17:00:00,17,Tuesday,Physically Active
1503960366,2016-03-22,109,23,0.383333,1123,2016-03-22 18:00:00,18,Tuesday,Physically Active
1503960366,2016-03-22,120,22,0.366667,1479,2016-03-22 19:00:00,19,Tuesday,Physically Active
1503960366,2016-03-22,83,22,0.366667,366,2016-03-22 20:00:00,20,Tuesday,Physically Active
1503960366,2016-03-22,74,14,0.233333,349,2016-03-22 21:00:00,21,Tuesday,Physically Active
1503960366,2016-03-22,265,117,1.95,4587,2016-03-22 22:00:00,22,Tuesday,Physically Active
1503960366,2016-03-22,71,10,0.166667,351,2016-03-22 23:00:00,23,Tuesday,Physically Active
1503960366,2016-03-23,53,2,0.033333,14,2016-03-23 00:00:00,0,Wednesday,Physically Active
1503960366,2016-03-23,53,3,0.05,50,2016-03-23 01:00:00,1,Wednesday,Physically Active
1503960366,2016-03-23,54,4,0.066667,29,2016-03-23 02:00:00,2,Wednesday,Physically Active
1503960366,2016-03-23,47,0,0,0,2016-03-23 03:00:00,3,Wednesday,Physically Active
1503960366,2016-03-23,47,0,0,0,2016-03-23 04:00:00,4,Wednesday,Physically Active
1503960366,2016-03-23,48,0,0,0,2016-03-23 05:00:00,5,Wednesday,Physically Active
1503960366,2016-03-23,48,0,0,0,2016-03-23 06:00:00,6,Wednesday,Physically Active
1503960366,2016-03-23,56,6,0.1,82,2016-03-23 07:00:00,7,Wednesday,Physically Active
1503960366,2016-03-23,89,25,0.416667,534,2016-03-23 08:00:00,8,Wednesday,Physically Active
1503960366,2016-03-23,133,24,0.4,1623,2016-03-23 09:00:00,9,Wednesday,Physically Active
1503960366,2016-03-23,85,17,0.283333,504,2016-03-23 10:00:00,10,Wednesday,Physically Active
1503960366,2016-03-23,83,19,0.316667,414,2016-03-23 11:00:00,11,Wednesday,Physically Active
1503960366,2016-03-23,81,17,0.283333,411,2016-03-23 12:00:00,12,Wednesday,Physically Active
1503960366,2016-03-23,114,37,0.616667,1226,2016-03-23 13:00:00,13,Wednesday,Physically Active
1503960366,2016-03-23,176,76,1.266667,2674,2016-03-23 14:00:00,14,Wednesday,Physically Active
1503960366,2016-03-23,71,11,0.183333,236,2016-03-23 15:00:00,15,Wednesday,Physically Active
1503960366,2016-03-23,81,16,0.266667,383,2016-03-23 16:00:00,16,Wednesday,Physically Active
1503960366,2016-03-23,78,14,0.233333,411,2016-03-23 17:00:00,17,Wednesday,Physically Active
1503960366,2016-03-23,70,8,0.133333,325,2016-03-23 18:00:00,18,Wednesday,Physically Active
1503960366,2016-03-23,183,80,1.333333,2937,2016-03-23 19:00:00,19,Wednesday,Physically Active
1503960366,2016-03-23,113,30,0.5,1086,2016-03-23 20:00:00,20,Wednesday,Physically Active
1503960366,2016-03-23,57,5,0.083333,61,2016-03-23 21:00:00,21,Wednesday,Physically Active
1503960366,2016-03-23,65,10,0.166667,119,2016-03-23 22:00:00,22,Wednesday,Physically Active
1503960366,2016-03-23,81,19,0.316667,413,2016-03-23 23:00:00,23,Wednesday,Physically Active
